timestamp,ifInOctets,ifOutOctets,ifInErrors,ifOutErrors,latencia_ms,perdida_paquetes,RSRP_dBm,SINR_dB,BW_in_Mbps,BW_out_Mbps,TasaErrorIn_%,TasaErrorOut_%,CalidadSenal
2023-08-26 04:34:00,9730829,1823020,4,4,61.12,0,-85,25.24,0.26,0.05,0.0,0.0002,Buena
2023-08-26 04:35:00,8845219,3154810,6,5,45.35,0,-87,11.75,0.24,0.08,0.0001,0.0002,Regular
2023-08-26 04:36:00,1053687,1001503,0,5,60.47,0,-103,13.42,0.03,0.03,0.0,0.0005,Regular
2023-08-26 04:37:00,3490272,2567911,12,2,63.87,0,-93,3.59,0.09,0.07,0.0003,0.0001,Mala
2023-08-26 04:38:00,7843308,4977375,18,9,65.8,0,-102,28.14,0.21,0.13,0.0002,0.0002,Regular
2023-08-26 04:39:00,6173395,4204595,0,6,96.87,0,-114,28.3,0.16,0.11,0.0,0.0001,Regular
2023-08-26 04:40:00,3629137,2344040,12,6,21.97,1,-104,7.63,0.1,0.06,0.0003,0.0003,Mala
2023-08-26 04:41:00,5776415,1364845,10,7,64.19,0,-88,20.88,0.15,0.04,0.0002,0.0005,Buena
2023-08-26 04:42:00,8208387,2506811,6,4,22.86,0,-84,6.1,0.22,0.07,0.0001,0.0002,Mala
2023-08-26 04:43:00,7892180,3634593,19,1,24.95,0,-92,11.79,0.21,0.1,0.0002,0.0,Regular
2023-08-26 04:44:00,4861607,1934636,2,2,68.58,0,-87,9.07,0.13,0.05,0.0,0.0001,Mala
2023-08-26 04:45:00,5124390,4408308,0,8,92.02,0,-98,11.69,0.14,0.12,0.0,0.0002,Regular
2023-08-26 04:46:00,3656222,2407310,7,5,20.11,0,-113,9.27,0.1,0.06,0.0002,0.0002,Mala
2023-08-26 04:47:00,5434315,1205314,16,7,96.43,0,-103,10.36,0.14,0.03,0.0003,0.0006,Regular
2023-08-26 04:48:00,2553744,3894070,12,7,35.34,0,-103,23.73,0.07,0.1,0.0005,0.0002,Regular
2023-08-26 04:49:00,5266988,4389453,13,4,42.17,0,-87,9.0,0.14,0.12,0.0002,0.0001,Mala
2023-08-26 04:50:00,6693014,1372189,4,0,19.6,0,-114,24.44,0.18,0.04,0.0001,0.0,Regular
2023-08-26 04:51:00,9121485,4064046,5,5,63.5,0,-88,17.04,0.24,0.11,0.0001,0.0001,Regular
2023-08-26 04:52:00,6459501,4457874,5,6,61.66,0,-112,23.41,0.17,0.12,0.0001,0.0001,Regular
2023-08-26 04:53:00,8575327,4078687,7,8,47.02,0,-111,27.57,0.23,0.11,0.0001,0.0002,Regular
2023-08-26 04:54:00,5013582,1682200,12,1,50.23,0,-111,4.15,0.13,0.04,0.0002,0.0001,Mala
2023-08-26 04:55:00,3872875,4347075,17,1,64.18,0,-108,10.32,0.1,0.12,0.0004,0.0,Regular
2023-08-26 04:56:00,2841646,1890530,3,9,60.43,1,-82,1.67,0.08,0.05,0.0001,0.0005,Mala
2023-08-26 04:57:00,6800545,1593956,16,0,40.56,0,-91,12.21,0.18,0.04,0.0002,0.0,Regular
2023-08-26 04:58:00,8970564,2757474,4,4,88.99,0,-89,7.12,0.24,0.07,0.0,0.0001,Mala
2023-08-26 04:59:00,9038508,4148338,2,1,68.43,0,-109,17.15,0.24,0.11,0.0,0.0,Regular
2023-08-26 05:00:00,2596246,1931041,3,2,24.51,0,-84,23.5,0.07,0.05,0.0001,0.0001,Buena
2023-08-26 05:01:00,9194253,772667,4,1,35.39,0,-95,14.59,0.25,0.02,0.0,0.0001,Regular
2023-08-26 05:02:00,5428622,3953402,13,3,79.85,0,-98,10.01,0.14,0.11,0.0002,0.0001,Regular
2023-08-26 05:03:00,3469930,2529122,14,2,14.93,0,-114,4.58,0.09,0.07,0.0004,0.0001,Mala
2023-08-26 05:04:00,1131936,612035,19,8,76.27,0,-111,0.8,0.03,0.02,0.0017,0.0013,Mala
2023-08-26 05:05:00,9226036,1724293,16,9,39.09,0,-88,20.34,0.25,0.05,0.0002,0.0005,Buena
2023-08-26 05:06:00,6152030,4401848,5,1,57.41,0,-85,0.92,0.16,0.12,0.0001,0.0,Mala
2023-08-26 05:07:00,5842256,1890502,9,6,31.65,1,-92,27.63,0.16,0.05,0.0002,0.0003,Buena
2023-08-26 05:08:00,3469970,840526,15,2,98.71,0,-83,17.83,0.09,0.02,0.0004,0.0002,Regular
2023-08-26 05:09:00,6062581,1716733,16,9,91.05,0,-104,10.6,0.16,0.05,0.0003,0.0005,Regular
2023-08-26 05:10:00,6312470,1365144,13,7,93.2,0,-107,1.26,0.17,0.04,0.0002,0.0005,Mala
2023-08-26 05:11:00,3578682,4288659,19,3,22.55,0,-101,12.4,0.1,0.11,0.0005,0.0001,Regular
2023-08-26 05:12:00,2504900,1918137,11,3,84.96,1,-93,26.02,0.07,0.05,0.0004,0.0002,Buena
2023-08-26 05:13:00,9580504,2807306,8,8,55.86,0,-94,29.09,0.26,0.07,0.0001,0.0003,Buena
2023-08-26 05:14:00,6283422,4560416,14,2,72.25,0,-106,2.55,0.17,0.12,0.0002,0.0,Mala
2023-08-26 05:15:00,5607765,4395972,11,6,25.66,0,-88,23.31,0.15,0.12,0.0002,0.0001,Buena
2023-08-26 05:16:00,8157676,1479532,13,0,72.64,0,-81,7.75,0.22,0.04,0.0002,0.0,Mala
2023-08-26 05:17:00,3380612,1022797,17,6,91.86,0,-87,11.38,0.09,0.03,0.0005,0.0006,Regular
2023-08-26 05:18:00,9622587,4615336,19,9,30.41,0,-111,16.43,0.26,0.12,0.0002,0.0002,Regular
2023-08-26 05:19:00,9666712,1491120,5,1,27.17,0,-112,29.84,0.26,0.04,0.0001,0.0001,Regular
2023-08-26 05:20:00,6219574,3997172,3,5,14.92,0,-101,6.26,0.17,0.11,0.0,0.0001,Mala
2023-08-26 05:21:00,6569451,3644158,11,8,30.35,0,-86,3.91,0.18,0.1,0.0002,0.0002,Mala
2023-08-26 05:22:00,5791882,1410906,12,5,55.9,0,-90,17.85,0.15,0.04,0.0002,0.0004,Regular
2023-08-26 05:23:00,7862758,914399,18,2,84.11,0,-93,25.59,0.21,0.02,0.0002,0.0002,Buena
2023-08-26 05:24:00,1995893,2506518,12,0,31.49,0,-87,19.45,0.05,0.07,0.0006,0.0,Regular
2023-08-26 05:25:00,3670492,4949113,11,3,64.01,0,-94,10.43,0.1,0.13,0.0003,0.0001,Regular
2023-08-26 05:26:00,8354421,1229672,19,3,50.56,0,-81,29.31,0.22,0.03,0.0002,0.0002,Buena
2023-08-26 05:27:00,3977299,948781,2,7,32.42,0,-98,29.85,0.11,0.03,0.0001,0.0007,Regular
2023-08-26 05:28:00,3934317,2661513,2,9,53.48,0,-81,23.12,0.1,0.07,0.0001,0.0003,Buena
2023-08-26 05:29:00,5537454,2507091,13,9,20.96,1,-83,24.07,0.15,0.07,0.0002,0.0004,Buena
2023-08-26 05:30:00,9151168,1647417,17,6,65.76,0,-109,22.83,0.24,0.04,0.0002,0.0004,Regular
2023-08-26 05:31:00,2546064,3301516,18,9,15.99,0,-82,7.73,0.07,0.09,0.0007,0.0003,Mala
2023-08-26 05:32:00,4240641,1794876,9,6,74.44,0,-106,4.51,0.11,0.05,0.0002,0.0003,Mala
2023-08-26 05:33:00,3715548,660786,16,6,21.88,0,-92,16.63,0.1,0.02,0.0004,0.0009,Regular
2023-08-26 05:34:00,1779091,2575414,14,1,99.83,0,-91,28.62,0.05,0.07,0.0008,0.0,Buena
2023-08-26 05:35:00,2706930,1814530,18,8,83.25,1,-89,26.35,0.07,0.05,0.0007,0.0004,Buena
2023-08-26 05:36:00,6967520,1410175,8,5,37.66,0,-110,3.21,0.19,0.04,0.0001,0.0004,Mala
2023-08-26 05:37:00,1964795,621701,3,1,45.49,0,-108,1.71,0.05,0.02,0.0002,0.0002,Mala
2023-08-26 05:38:00,2578458,3089433,14,0,29.62,0,-95,26.21,0.07,0.08,0.0005,0.0,Regular
2023-08-26 05:39:00,9658123,4441631,18,0,77.88,0,-97,18.39,0.26,0.12,0.0002,0.0,Regular
2023-08-26 05:40:00,6981804,1564641,15,0,41.17,0,-82,9.13,0.19,0.04,0.0002,0.0,Mala
2023-08-26 05:41:00,8583491,1933043,7,3,76.74,0,-93,16.85,0.23,0.05,0.0001,0.0002,Regular
2023-08-26 05:42:00,1671986,4411278,16,3,6.75,0,-103,6.65,0.04,0.12,0.001,0.0001,Mala
2023-08-26 05:43:00,9526508,748924,0,8,17.88,0,-88,28.41,0.25,0.02,0.0,0.0011,Buena
2023-08-26 05:44:00,8845772,3300860,6,0,39.67,0,-110,24.82,0.24,0.09,0.0001,0.0,Regular
2023-08-26 05:45:00,9048056,2590923,17,2,15.35,0,-104,28.87,0.24,0.07,0.0002,0.0001,Regular
2023-08-26 05:46:00,7989875,2440711,11,2,62.11,0,-113,5.61,0.21,0.07,0.0001,0.0001,Mala
2023-08-26 05:47:00,9901674,1863307,15,7,9.83,1,-96,25.31,0.26,0.05,0.0002,0.0004,Regular
2023-08-26 05:48:00,5008146,2323334,0,1,86.68,0,-108,16.81,0.13,0.06,0.0,0.0,Regular
2023-08-26 05:49:00,3361331,4210407,14,5,77.32,0,-90,9.75,0.09,0.11,0.0004,0.0001,Mala
2023-08-26 05:50:00,2158343,3718451,6,3,25.54,1,-88,14.39,0.06,0.1,0.0003,0.0001,Regular
2023-08-26 05:51:00,1541529,3872021,16,9,50.96,0,-81,28.33,0.04,0.1,0.001,0.0002,Buena
2023-08-26 05:52:00,5348530,690477,2,5,47.92,0,-114,20.74,0.14,0.02,0.0,0.0007,Regular
2023-08-26 05:53:00,9283161,1714596,10,4,73.86,0,-109,10.8,0.25,0.05,0.0001,0.0002,Regular
2023-08-26 05:54:00,6156758,2435272,5,8,43.14,0,-91,30.0,0.16,0.06,0.0001,0.0003,Buena
2023-08-26 05:55:00,3153548,4994369,5,8,8.13,0,-84,10.37,0.08,0.13,0.0002,0.0002,Regular
2023-08-26 05:56:00,9507528,3067375,14,0,31.0,0,-104,24.41,0.25,0.08,0.0001,0.0,Regular
2023-08-26 05:57:00,1406547,679354,6,2,49.29,0,-105,23.53,0.04,0.02,0.0004,0.0003,Regular
2023-08-26 05:58:00,2657583,2917741,10,0,97.58,0,-106,21.69,0.07,0.08,0.0004,0.0,Regular
2023-08-26 05:59:00,1063014,1892928,16,5,88.71,0,-81,20.08,0.03,0.05,0.0015,0.0003,Buena
2023-08-26 06:00:00,7477006,1917003,17,2,22.23,0,-112,3.26,0.2,0.05,0.0002,0.0001,Mala
2023-08-26 06:01:00,6910494,2682931,18,0,73.71,0,-114,29.85,0.18,0.07,0.0003,0.0,Regular
2023-08-26 06:02:00,2235382,1551636,7,5,94.0,0,-88,4.83,0.06,0.04,0.0003,0.0003,Mala
2023-08-26 06:03:00,6228298,4285887,19,4,5.84,0,-102,17.88,0.17,0.11,0.0003,0.0001,Regular
2023-08-26 06:04:00,5532889,3142159,7,7,73.49,0,-87,7.47,0.15,0.08,0.0001,0.0002,Mala
2023-08-26 06:05:00,9745386,2513122,10,1,48.64,0,-114,5.06,0.26,0.07,0.0001,0.0,Mala
2023-08-26 06:06:00,8775679,2582214,2,7,69.62,0,-82,16.78,0.23,0.07,0.0,0.0003,Regular
2023-08-26 06:07:00,4132293,2063159,13,4,62.53,1,-83,25.09,0.11,0.06,0.0003,0.0002,Buena
2023-08-26 06:08:00,5032371,3147765,8,7,98.54,0,-96,11.31,0.13,0.08,0.0002,0.0002,Regular
2023-08-26 06:09:00,3602352,3537253,0,9,32.44,0,-86,2.32,0.1,0.09,0.0,0.0003,Mala
2023-08-26 06:10:00,2531817,1484943,0,3,79.68,0,-90,18.71,0.07,0.04,0.0,0.0002,Regular
2023-08-26 06:11:00,7767835,855431,11,3,27.29,1,-96,22.99,0.21,0.02,0.0001,0.0004,Regular
2023-08-26 06:12:00,3015074,515141,10,9,46.38,0,-115,8.88,0.08,0.01,0.0003,0.0017,Mala
2023-08-26 06:13:00,6715175,3417199,0,3,97.66,0,-115,20.72,0.18,0.09,0.0,0.0001,Regular
2023-08-26 06:14:00,8745863,3315263,19,5,77.78,0,-91,2.27,0.23,0.09,0.0002,0.0002,Mala
2023-08-26 06:15:00,5720058,4282700,11,3,35.0,0,-83,10.84,0.15,0.11,0.0002,0.0001,Regular
2023-08-26 06:16:00,7619511,4983900,16,8,63.84,0,-93,14.22,0.2,0.13,0.0002,0.0002,Regular
2023-08-26 06:17:00,2802502,4061669,14,8,9.72,0,-105,23.46,0.07,0.11,0.0005,0.0002,Regular
2023-08-26 06:18:00,2462538,1074679,1,2,30.31,0,-101,10.14,0.07,0.03,0.0,0.0002,Regular
2023-08-26 06:19:00,7379878,2193152,17,6,73.25,0,-102,13.61,0.2,0.06,0.0002,0.0003,Regular
2023-08-26 06:20:00,6745980,4837074,15,4,59.16,0,-115,18.85,0.18,0.13,0.0002,0.0001,Regular
2023-08-26 06:21:00,3026819,2837099,3,8,49.62,0,-83,18.72,0.08,0.08,0.0001,0.0003,Regular
2023-08-26 06:22:00,6209995,2444741,7,1,70.63,0,-110,15.53,0.17,0.07,0.0001,0.0,Regular
2023-08-26 06:23:00,4934053,3350065,1,2,42.85,0,-93,9.85,0.13,0.09,0.0,0.0001,Mala
2023-08-26 06:24:00,8632749,1384094,13,9,7.48,0,-90,20.1,0.23,0.04,0.0002,0.0007,Buena
2023-08-26 06:25:00,6864075,3164812,14,4,46.9,0,-113,25.11,0.18,0.08,0.0002,0.0001,Regular
2023-08-26 06:26:00,1732722,4214150,8,4,90.7,0,-110,4.61,0.05,0.11,0.0005,0.0001,Mala
2023-08-26 06:27:00,6080692,1324255,1,9,86.38,0,-91,10.21,0.16,0.04,0.0,0.0007,Regular
2023-08-26 06:28:00,7025261,1532564,16,6,43.85,0,-99,20.06,0.19,0.04,0.0002,0.0004,Regular
2023-08-26 06:29:00,9245044,1681597,9,7,7.11,0,-88,22.67,0.25,0.04,0.0001,0.0004,Buena
2023-08-26 06:30:00,4875416,1073684,8,7,65.45,0,-84,23.44,0.13,0.03,0.0002,0.0007,Buena
2023-08-26 06:31:00,6038460,1919056,1,0,75.41,0,-87,19.6,0.16,0.05,0.0,0.0,Regular
2023-08-26 06:32:00,8317619,3677640,18,0,32.95,0,-93,14.35,0.22,0.1,0.0002,0.0,Regular
2023-08-26 06:33:00,7038602,1013676,16,2,50.28,1,-100,19.37,0.19,0.03,0.0002,0.0002,Regular
2023-08-26 06:34:00,5101599,990913,10,0,99.23,0,-84,4.05,0.14,0.03,0.0002,0.0,Mala
2023-08-26 06:35:00,2390598,2875804,16,0,59.75,0,-90,6.23,0.06,0.08,0.0007,0.0,Mala
2023-08-26 06:36:00,5546925,3230689,9,9,38.35,0,-83,27.83,0.15,0.09,0.0002,0.0003,Buena
2023-08-26 06:37:00,5879797,640689,17,7,64.61,0,-97,27.67,0.16,0.02,0.0003,0.0011,Regular
2023-08-26 06:38:00,4775702,1785801,5,0,22.1,0,-99,21.72,0.13,0.05,0.0001,0.0,Regular
2023-08-26 06:39:00,5090284,4570161,15,8,23.93,0,-102,9.81,0.14,0.12,0.0003,0.0002,Mala
2023-08-26 06:40:00,7770161,733725,17,1,92.87,0,-98,19.47,0.21,0.02,0.0002,0.0001,Regular
2023-08-26 06:41:00,7898410,1658175,19,8,27.72,1,-95,20.63,0.21,0.04,0.0002,0.0005,Regular
2023-08-26 06:42:00,3455918,3729449,17,6,34.52,0,-88,15.45,0.09,0.1,0.0005,0.0002,Regular
2023-08-26 06:43:00,9053048,1324356,0,8,56.66,0,-96,22.46,0.24,0.04,0.0,0.0006,Regular
2023-08-26 06:44:00,9093212,1310672,2,2,90.47,1,-110,0.89,0.24,0.03,0.0,0.0002,Mala
2023-08-26 06:45:00,9699043,2868524,14,0,79.24,0,-90,7.69,0.26,0.08,0.0001,0.0,Mala
2023-08-26 06:46:00,9547085,2080296,19,0,9.16,0,-110,23.83,0.25,0.06,0.0002,0.0,Regular
2023-08-26 06:47:00,8588173,2005367,9,9,70.84,0,-90,28.16,0.23,0.05,0.0001,0.0004,Buena
2023-08-26 06:48:00,8955229,2297511,4,5,52.89,0,-99,26.28,0.24,0.06,0.0,0.0002,Regular
2023-08-26 06:49:00,8110928,1146052,14,6,50.18,0,-114,21.49,0.22,0.03,0.0002,0.0005,Regular
2023-08-26 06:50:00,4730370,661298,13,8,70.7,0,-95,4.96,0.13,0.02,0.0003,0.0012,Mala
2023-08-26 06:51:00,4688173,2801374,14,5,23.64,0,-109,11.06,0.13,0.07,0.0003,0.0002,Regular
2023-08-26 06:52:00,7705836,821243,9,4,98.24,0,-96,1.51,0.21,0.02,0.0001,0.0005,Mala
2023-08-26 06:53:00,9009806,4518920,8,1,66.3,0,-113,19.2,0.24,0.12,0.0001,0.0,Regular
2023-08-26 06:54:00,2980407,2581530,11,1,39.74,1,-97,13.5,0.08,0.07,0.0004,0.0,Regular
2023-08-26 06:55:00,7143192,3488793,6,7,62.02,0,-86,17.19,0.19,0.09,0.0001,0.0002,Regular
2023-08-26 06:56:00,4277746,3577165,4,0,25.56,0,-105,29.38,0.11,0.1,0.0001,0.0,Regular
2023-08-26 06:57:00,1801125,2175125,9,7,65.21,0,-103,12.07,0.05,0.06,0.0005,0.0003,Regular
2023-08-26 06:58:00,3386537,4957005,7,9,7.68,0,-83,9.2,0.09,0.13,0.0002,0.0002,Mala
2023-08-26 06:59:00,3998778,4593898,19,6,37.41,0,-114,4.52,0.11,0.12,0.0005,0.0001,Mala
2023-08-26 07:00:00,3693695,3300212,15,6,76.01,0,-93,4.31,0.1,0.09,0.0004,0.0002,Mala
2023-08-26 07:01:00,2768693,630878,11,4,81.76,0,-96,15.56,0.07,0.02,0.0004,0.0006,Regular
2023-08-26 07:02:00,6254230,4244795,8,2,29.03,0,-86,22.48,0.17,0.11,0.0001,0.0,Buena
2023-08-26 07:03:00,4856600,3262108,9,6,56.24,1,-101,16.93,0.13,0.09,0.0002,0.0002,Regular
2023-08-26 07:04:00,1101894,2392508,15,6,55.21,0,-114,26.2,0.03,0.06,0.0014,0.0003,Regular
2023-08-26 07:05:00,2408277,3193974,9,6,45.04,0,-86,9.48,0.06,0.09,0.0004,0.0002,Mala
2023-08-26 07:06:00,7188753,3393713,8,1,26.7,0,-91,17.85,0.19,0.09,0.0001,0.0,Regular
2023-08-26 07:07:00,4567945,3843473,2,2,71.81,0,-112,19.84,0.12,0.1,0.0,0.0001,Regular
2023-08-26 07:08:00,4666569,2447012,18,2,28.97,0,-115,8.42,0.12,0.07,0.0004,0.0001,Mala
2023-08-26 07:09:00,4229112,3897094,10,3,91.55,0,-108,11.89,0.11,0.1,0.0002,0.0001,Regular
2023-08-26 07:10:00,2048966,4034666,5,8,55.21,0,-102,17.73,0.05,0.11,0.0002,0.0002,Regular
2023-08-26 07:11:00,8820783,2509326,5,9,87.7,0,-105,0.63,0.24,0.07,0.0001,0.0004,Mala
2023-08-26 07:12:00,8875889,4693513,14,0,32.62,1,-92,26.6,0.24,0.13,0.0002,0.0,Buena
2023-08-26 07:13:00,5216794,4225614,14,6,81.67,0,-92,3.33,0.14,0.11,0.0003,0.0001,Mala
2023-08-26 07:14:00,3089632,2730878,12,6,15.8,1,-84,1.43,0.08,0.07,0.0004,0.0002,Mala
2023-08-26 07:15:00,8834112,4821613,4,3,77.85,0,-91,6.45,0.24,0.13,0.0,0.0001,Mala
2023-08-26 07:16:00,5799412,4200568,13,0,41.76,0,-88,15.07,0.15,0.11,0.0002,0.0,Regular
2023-08-26 07:17:00,8729578,4676672,1,2,49.65,0,-100,9.86,0.23,0.12,0.0,0.0,Mala
2023-08-26 07:18:00,1312579,903552,11,4,20.85,0,-100,13.2,0.04,0.02,0.0008,0.0004,Regular
2023-08-26 07:19:00,7807040,3689291,19,1,6.77,0,-104,2.53,0.21,0.1,0.0002,0.0,Mala
2023-08-26 07:20:00,7355421,1566937,13,6,68.29,0,-104,6.99,0.2,0.04,0.0002,0.0004,Mala
2023-08-26 07:21:00,2563825,1623045,18,9,60.83,0,-82,2.93,0.07,0.04,0.0007,0.0006,Mala
2023-08-26 07:22:00,4518920,2069157,19,9,64.13,0,-96,6.89,0.12,0.06,0.0004,0.0004,Mala
2023-08-26 07:23:00,5028604,4156299,14,6,29.23,0,-101,21.1,0.13,0.11,0.0003,0.0001,Regular
2023-08-26 07:24:00,8433980,2330286,19,9,27.73,0,-94,17.26,0.22,0.06,0.0002,0.0004,Regular
2023-08-26 07:25:00,2524631,4316707,16,4,83.88,0,-100,10.02,0.07,0.12,0.0006,0.0001,Regular
2023-08-26 07:26:00,6224369,734295,13,9,77.32,0,-92,7.84,0.17,0.02,0.0002,0.0012,Mala
2023-08-26 07:27:00,5961914,4721123,17,5,37.0,0,-113,29.93,0.16,0.13,0.0003,0.0001,Regular
2023-08-26 07:28:00,8595853,4574973,4,0,65.59,0,-115,23.04,0.23,0.12,0.0,0.0,Regular
2023-08-26 07:29:00,8650961,4030202,11,3,83.67,0,-99,24.66,0.23,0.11,0.0001,0.0001,Regular
2023-08-26 07:30:00,1906395,508798,9,3,89.44,0,-95,0.79,0.05,0.01,0.0005,0.0006,Mala
2023-08-26 07:31:00,2944606,4400275,7,7,5.55,0,-103,1.79,0.08,0.12,0.0002,0.0002,Mala
2023-08-26 07:32:00,9288515,4322270,5,1,82.28,0,-114,21.38,0.25,0.12,0.0001,0.0,Regular
2023-08-26 07:33:00,5805028,2477165,14,0,38.29,0,-114,5.75,0.15,0.07,0.0002,0.0,Mala
2023-08-26 07:34:00,1970278,4053952,11,6,73.25,0,-91,12.77,0.05,0.11,0.0006,0.0001,Regular
2023-08-26 07:35:00,9884527,4257654,5,5,40.28,0,-88,5.52,0.26,0.11,0.0001,0.0001,Mala
2023-08-26 07:36:00,6271513,4103019,11,4,62.59,0,-90,5.31,0.17,0.11,0.0002,0.0001,Mala
2023-08-26 07:37:00,6005231,2539436,14,7,66.44,0,-81,3.27,0.16,0.07,0.0002,0.0003,Mala
2023-08-26 07:38:00,3948134,3231645,11,1,43.47,0,-88,17.83,0.11,0.09,0.0003,0.0,Regular
2023-08-26 07:39:00,2347203,4710563,8,1,53.71,0,-83,22.18,0.06,0.13,0.0003,0.0,Buena
2023-08-26 07:40:00,7666781,1689297,18,8,74.0,0,-98,1.71,0.2,0.05,0.0002,0.0005,Mala
2023-08-26 07:41:00,9855197,1513295,1,0,50.25,0,-102,8.27,0.26,0.04,0.0,0.0,Mala
2023-08-26 07:42:00,2187018,3817837,12,5,6.33,0,-107,19.75,0.06,0.1,0.0005,0.0001,Regular
2023-08-26 07:43:00,6097579,1591723,12,2,6.23,0,-86,11.77,0.16,0.04,0.0002,0.0001,Regular
2023-08-26 07:44:00,8411979,4768584,7,4,67.82,0,-113,21.14,0.22,0.13,0.0001,0.0001,Regular
2023-08-26 07:45:00,3267357,868921,12,7,85.49,0,-82,22.78,0.09,0.02,0.0004,0.0008,Buena
2023-08-26 07:46:00,2799971,2170705,3,6,79.6,0,-83,0.97,0.07,0.06,0.0001,0.0003,Mala
2023-08-26 07:47:00,1573881,2197590,5,3,34.49,0,-89,11.43,0.04,0.06,0.0003,0.0001,Regular
2023-08-26 07:48:00,7296665,2673367,5,7,49.76,0,-107,21.87,0.19,0.07,0.0001,0.0003,Regular
2023-08-26 07:49:00,6893868,1906085,11,9,27.25,1,-103,11.35,0.18,0.05,0.0002,0.0005,Regular
2023-08-26 07:50:00,8609387,3918857,11,1,98.97,0,-86,0.17,0.23,0.1,0.0001,0.0,Mala
2023-08-26 07:51:00,6252807,3126301,16,6,29.75,0,-100,10.09,0.17,0.08,0.0003,0.0002,Regular
2023-08-26 07:52:00,4878551,2529662,6,4,44.54,0,-90,26.18,0.13,0.07,0.0001,0.0002,Buena
2023-08-26 07:53:00,4301394,2255864,14,5,69.71,0,-111,28.56,0.11,0.06,0.0003,0.0002,Regular
2023-08-26 07:54:00,3827364,796508,16,2,88.22,0,-89,16.82,0.1,0.02,0.0004,0.0003,Regular
2023-08-26 07:55:00,4354513,2038827,9,9,9.89,0,-101,9.19,0.12,0.05,0.0002,0.0004,Mala
2023-08-26 07:56:00,2613560,2321936,19,6,33.6,0,-88,13.98,0.07,0.06,0.0007,0.0003,Regular
2023-08-26 07:57:00,3293673,3111212,5,6,59.05,0,-113,7.09,0.09,0.08,0.0002,0.0002,Mala
2023-08-26 07:58:00,4475488,2821554,8,1,63.74,0,-115,5.04,0.12,0.08,0.0002,0.0,Mala
2023-08-26 07:59:00,4020745,3832696,14,0,11.65,0,-115,14.81,0.11,0.1,0.0003,0.0,Regular
2023-08-26 08:00:00,5644068,3287352,15,9,68.09,0,-110,22.1,0.15,0.09,0.0003,0.0003,Regular
2023-08-26 08:01:00,4302923,1881880,7,1,55.17,0,-105,6.67,0.11,0.05,0.0002,0.0001,Mala
2023-08-26 08:02:00,6643893,3876042,15,7,83.62,0,-100,27.29,0.18,0.1,0.0002,0.0002,Regular
2023-08-26 08:03:00,4195741,2998544,4,9,26.11,0,-83,5.05,0.11,0.08,0.0001,0.0003,Mala
2023-08-26 08:04:00,9605094,795673,17,2,23.53,0,-92,16.75,0.26,0.02,0.0002,0.0003,Regular
2023-08-26 08:05:00,9815496,3265453,19,3,80.37,0,-84,23.29,0.26,0.09,0.0002,0.0001,Buena
2023-08-26 08:06:00,1835988,1025957,13,7,71.87,0,-106,6.4,0.05,0.03,0.0007,0.0007,Mala
2023-08-26 08:07:00,6104459,2289718,1,2,80.21,0,-91,8.89,0.16,0.06,0.0,0.0001,Mala
2023-08-26 08:08:00,9103670,4225802,2,5,79.28,0,-106,1.54,0.24,0.11,0.0,0.0001,Mala
2023-08-26 08:09:00,1550428,4603308,13,1,14.88,0,-103,28.32,0.04,0.12,0.0008,0.0,Regular
2023-08-26 08:10:00,3089706,4190339,6,2,31.47,1,-115,14.61,0.08,0.11,0.0002,0.0,Regular
2023-08-26 08:11:00,5305665,2827654,14,0,29.71,0,-81,1.93,0.14,0.08,0.0003,0.0,Mala
2023-08-26 08:12:00,3889190,4667973,16,8,93.79,0,-102,24.9,0.1,0.12,0.0004,0.0002,Regular
2023-08-26 08:13:00,9785780,801951,0,3,51.31,0,-95,17.08,0.26,0.02,0.0,0.0004,Regular
2023-08-26 08:14:00,8751938,4683293,8,5,15.55,0,-115,1.66,0.23,0.12,0.0001,0.0001,Mala
2023-08-26 08:15:00,8660678,812499,13,6,32.51,0,-96,13.53,0.23,0.02,0.0002,0.0007,Regular
2023-08-26 08:16:00,1255658,995655,15,1,87.83,1,-111,13.03,0.03,0.03,0.0012,0.0001,Regular
2023-08-26 08:17:00,2730283,2186279,12,7,85.47,0,-84,4.38,0.07,0.06,0.0004,0.0003,Mala
2023-08-26 08:18:00,7395300,4607964,5,8,90.53,1,-115,12.61,0.2,0.12,0.0001,0.0002,Regular
2023-08-26 08:19:00,6029792,4965159,0,9,41.91,0,-114,8.48,0.16,0.13,0.0,0.0002,Mala
2023-08-26 08:20:00,7389690,3053447,3,1,65.93,0,-85,21.0,0.2,0.08,0.0,0.0,Buena
2023-08-26 08:21:00,7766174,4234049,2,4,31.43,1,-90,0.16,0.21,0.11,0.0,0.0001,Mala
2023-08-26 08:22:00,1751993,1770242,16,1,22.18,1,-107,3.19,0.05,0.05,0.0009,0.0001,Mala
2023-08-26 08:23:00,1828282,3587399,1,4,7.08,0,-86,27.56,0.05,0.1,0.0001,0.0001,Buena
2023-08-26 08:24:00,9860369,2790860,18,6,26.23,1,-108,13.0,0.26,0.07,0.0002,0.0002,Regular
2023-08-26 08:25:00,7615920,3311318,19,5,62.42,0,-111,5.29,0.2,0.09,0.0002,0.0002,Mala
2023-08-26 08:26:00,8313367,1689042,7,3,90.9,1,-112,23.8,0.22,0.05,0.0001,0.0002,Regular
